Release_ID,Commits,Bugs_Reported,Critical_Bugs,Test_Coverage,Failed_Test_Cases,Code_Churn,Cyclomatic_Complexity,Files_Changed,Developer_Experience,Security_Vulnerabilities,Build_Time_Minutes,Deployment_Frequency,Risk_Level
R2564,172,24,4,81.8,13,181,16,34,9.0,3,32,7,Medium
R2565,157,5,0,87.1,18,5942,20,56,11.4,5,47,16,Medium
R2566,340,28,3,67.2,18,9113,28,23,9.5,6,19,12,High
R2567,227,26,1,69.7,5,6385,30,48,12.3,4,59,3,Medium
R2568,156,15,6,97.3,11,4135,37,8,9.5,3,31,10,High
R2569,73,8,7,89.4,11,3690,20,52,12.8,5,28,6,Medium
R2570,167,28,7,89.2,8,6552,32,93,5.1,1,26,7,High
R2571,307,18,6,60.6,20,9546,40,114,5.4,1,14,10,High
R2572,123,28,6,76.7,18,2569,24,14,5.4,0,15,15,Medium
R2573,462,20,6,96.8,23,9062,19,42,4.4,5,23,14,High
R2574,300,10,8,88.0,7,9565,6,53,11.9,3,51,18,Medium
R2575,95,9,7,81.0,7,9051,9,54,1.9,6,19,17,High
R2576,62,3,3,94.5,16,3323,34,12,0.9,0,36,7,Medium
R2577,262,4,4,57.6,22,2820,5,13,4.5,4,32,16,High
R2578,303,28,0,79.5,4,6434,22,74,3.5,1,12,10,Medium
R2579,223,25,3,81.1,9,7342,30,24,5.2,2,58,5,High
R2580,403,18,2,72.1,22,4958,27,97,6.4,6,17,20,High
R2581,75,14,2,87.9,18,9744,24,2,3.6,6,41,9,High
R2582,278,27,1,98.7,3,3074,31,90,13.7,5,23,19,Medium
R2583,255,2,2,74.9,21,519,31,88,13.4,1,18,11,Medium
R2584,132,19,1,56.4,12,1860,15,45,11.9,4,6,4,Medium
R2585,225,24,3,80.0,8,9686,7,98,11.4,1,19,8,Medium
R2586,159,8,3,76.0,21,6969,35,85,12.1,5,22,18,High
R2587,426,3,3,57.0,18,9037,21,12,11.1,0,60,14,Medium
R2588,272,19,3,56.7,8,9019,10,14,6.3,2,42,19,Medium
R2589,359,21,1,89.0,1,5204,15,115,13.7,1,38,18,Low
R2590,445,28,6,92.5,3,6722,39,5,11.3,0,44,20,Medium
R2591,40,7,4,61.4,24,3386,21,65,13.5,2,24,18,Medium
R2592,153,28,2,98.8,6,5330,17,10,6.7,5,35,19,Medium
R2593,363,3,3,91.8,18,1733,18,118,8.4,0,10,11,Medium
R2594,423,15,1,92.6,2,8218,12,27,13.2,6,50,4,Medium
R2595,318,21,4,95.8,0,2317,24,116,7.2,6,5,6,Medium
R2596,497,16,8,90.3,2,4840,10,16,2.4,4,34,10,Medium
R2597,182,4,4,96.1,2,3591,32,61,12.8,2,36,13,Medium
R2598,170,27,6,63.3,2,4013,40,101,14.5,0,45,16,High
R2599,174,19,1,83.9,12,2100,23,22,4.1,1,12,12,Medium
R2600,165,28,0,58.3,7,1450,26,28,5.3,3,43,14,Medium
R2601,358,5,5,57.9,17,4249,27,44,2.9,2,16,16,High
R2602,398,9,1,55.1,20,6052,23,63,10.9,0,50,15,Medium
R2603,318,17,4,77.9,11,7078,29,78,4.6,4,43,8,High
R2604,49,0,0,59.7,20,5682,32,58,5.5,5,30,7,High
R2605,207,11,8,68.0,4,3118,33,82,11.0,3,14,13,High
R2606,226,4,4,72.8,0,4343,29,112,0.6,0,47,2,Medium
R2607,62,9,4,59.9,7,183,29,66,9.9,3,60,6,High
R2608,153,1,1,74.6,25,1781,5,1,14.5,6,31,14,Medium
R2609,297,19,0,84.6,25,1743,36,18,8.3,0,35,14,Medium
R2610,106,6,6,86.7,3,5853,15,18,3.8,4,14,6,Medium
R2611,109,17,2,67.5,17,4650,35,42,13.1,4,17,12,Medium
R2612,330,18,4,56.4,8,1611,7,93,11.4,2,33,20,Medium
R2613,430,3,3,71.4,25,1767,12,120,4.1,5,6,11,High
R2614,119,10,7,95.8,5,8793,13,119,12.5,6,32,10,High
R2615,80,20,5,97.1,17,770,34,68,4.0,1,39,1,High
R2616,455,2,0,94.4,3,4813,26,32,4.9,4,26,5,Low
R2617,422,24,8,88.5,3,4403,23,61,8.6,6,34,10,High
R2618,395,28,2,79.2,5,1492,37,87,8.6,4,19,1,Medium
R2619,217,7,5,76.9,17,508,19,60,8.6,6,12,5,High
R2620,69,7,7,66.0,7,6694,5,41,12.3,4,25,12,Medium
R2621,488,15,5,81.1,9,441,39,98,4.5,4,52,1,High
R2622,447,13,6,79.9,1,4983,27,115,2.7,4,56,18,High
R2623,239,0,0,57.9,1,6465,26,54,7.2,1,33,9,Low
R2624,210,14,0,58.7,10,2457,33,54,1.9,1,31,18,Medium
R2625,55,9,8,57.6,11,3703,6,66,4.6,3,51,13,High
R2626,335,19,2,83.2,12,4945,22,39,7.2,6,36,6,High
R2627,185,25,0,78.4,21,3117,20,96,2.5,2,16,7,Medium
R2628,174,16,0,88.7,8,1410,34,91,2.3,0,51,11,Medium
R2629,195,7,6,81.4,10,8858,26,41,7.1,6,42,1,High
R2630,216,5,5,79.8,12,344,15,36,2.9,3,8,8,Medium
R2631,410,6,3,83.9,19,5636,23,46,3.1,1,59,3,Medium
R2632,184,20,8,95.6,4,8707,29,29,1.2,0,58,5,High
R2633,329,13,6,63.1,22,9931,10,57,2.8,3,23,6,High
R2634,327,4,2,56.2,2,6772,34,70,14.0,1,12,12,Medium
R2635,370,7,2,94.6,12,9997,18,61,12.9,6,5,13,Medium
R2636,133,4,4,88.1,6,2084,19,76,2.8,0,24,18,Low
R2637,419,30,5,55.3,4,838,31,13,10.2,0,11,19,Medium
R2638,142,20,3,64.3,19,3797,36,78,7.6,4,8,1,High
R2639,49,20,0,63.1,18,5696,32,13,6.0,1,58,11,Medium
R2640,212,22,4,85.8,2,8523,28,46,14.6,2,5,15,Medium
R2641,316,19,2,65.0,9,5738,18,18,11.3,0,29,15,Medium
R2642,258,29,8,88.8,9,5531,29,38,6.9,2,58,8,High
R2643,247,0,0,82.1,24,5879,17,87,9.4,0,10,15,Low
R2644,275,13,6,86.3,10,1057,27,23,10.1,5,53,14,High
R2645,54,4,0,89.5,5,9173,10,106,10.7,2,35,18,Low
R2646,48,13,1,90.1,19,1080,14,17,4.1,5,12,13,Medium
R2647,264,20,8,84.9,14,493,29,81,12.5,5,32,7,High
R2648,191,7,2,61.7,21,8067,12,70,5.7,1,9,5,Medium
R2649,213,26,8,86.7,20,8498,28,54,3.7,3,10,3,High
R2650,166,27,2,81.7,6,453,7,4,14.1,1,34,11,Low
R2651,415,29,3,80.1,17,9350,14,112,4.0,5,9,7,High
R2652,93,8,6,70.2,21,8328,29,49,9.4,1,35,18,High
R2653,385,8,1,76.6,17,3404,36,53,5.5,0,26,7,Medium
R2654,490,16,2,56.8,3,4602,6,105,6.1,2,15,14,Medium
R2655,221,9,2,74.0,25,3709,28,9,12.2,3,16,9,Medium
R2656,181,30,5,64.7,25,4178,36,107,5.8,3,25,13,High
R2657,334,15,6,66.4,14,8477,23,76,6.7,1,22,19,High
R2658,167,22,5,91.5,0,5127,31,81,2.5,0,31,19,Medium
R2659,86,18,6,69.4,17,5569,12,19,12.4,0,60,14,Medium
R2660,412,4,4,93.5,22,8164,16,77,14.2,5,25,1,High
R2661,334,14,3,66.3,8,2368,9,17,8.8,2,32,12,Medium
R2662,481,0,0,61.5,6,4895,36,60,8.5,6,49,1,Medium
R2663,166,29,5,97.8,23,9393,34,110,13.2,2,12,17,High
R2664,169,22,0,75.2,6,3871,38,18,1.9,3,40,5,Medium
R2665,416,7,3,74.6,23,2656,8,119,8.7,5,22,11,Medium
R2666,52,22,6,76.5,24,7395,5,51,3.4,5,19,5,High
R2667,454,27,8,73.8,0,1948,9,18,13.3,6,14,1,High
R2668,440,30,0,94.2,23,8586,23,65,13.8,1,29,9,Medium
R2669,415,30,8,64.0,24,3581,32,109,7.0,4,29,1,High
R2670,424,16,2,96.3,22,8951,30,64,11.0,5,10,7,High
R2671,215,0,0,83.2,8,4786,32,113,13.8,1,6,18,Low
R2672,209,29,6,67.3,22,951,12,111,3.2,2,44,12,High
R2673,410,27,1,95.0,6,6230,8,106,10.0,6,5,3,Medium
R2674,75,28,5,67.8,3,7885,27,101,13.5,5,49,2,High
R2675,296,28,0,64.5,16,8448,7,37,4.2,0,8,10,Medium
R2676,51,8,3,57.8,12,6407,37,44,1.6,1,58,11,High
R2677,117,16,1,67.1,20,3659,35,40,7.1,2,37,2,High
R2678,120,1,0,59.5,12,8559,25,49,4.6,0,36,15,Medium
R2679,301,8,0,59.0,19,709,14,114,7.2,5,11,13,Medium
R2680,479,19,8,85.5,20,3445,35,90,2.0,0,11,12,High
R2681,284,29,6,73.7,25,8576,32,15,1.7,4,35,13,High
R2682,244,11,8,63.9,6,2718,31,9,7.4,0,51,11,High
R2683,462,0,0,97.7,17,3497,28,25,4.2,5,39,3,Medium
R2684,321,11,6,69.4,22,2556,39,48,4.1,1,20,19,High
R2685,355,18,8,62.2,5,6455,30,85,2.6,3,54,16,High
R2686,191,17,0,57.9,10,8937,22,119,6.7,4,36,20,High
R2687,464,6,0,90.9,24,3416,5,20,11.9,2,18,6,Low
R2688,481,26,7,62.9,24,6395,32,76,8.6,5,19,9,High
R2689,182,2,2,90.7,22,1103,15,41,2.3,4,28,10,Medium
R2690,238,3,3,55.2,17,7753,17,118,0.6,4,35,5,High
R2691,473,23,0,83.1,24,3766,40,111,10.9,1,35,16,Medium
R2692,260,14,1,60.3,24,8312,23,18,5.1,5,51,16,High
R2693,354,16,6,63.7,24,9972,8,2,6.9,0,14,3,High
R2694,44,26,2,86.5,8,2407,17,38,10.3,3,18,2,Medium
R2695,198,23,7,92.3,22,7424,35,13,11.5,6,55,14,High
R2696,498,3,3,59.8,11,7218,27,99,6.3,6,34,14,High
R2697,171,1,1,78.1,7,3291,23,100,4.4,0,44,12,Low
R2698,97,5,4,96.6,21,6323,28,26,11.8,4,17,6,Medium
R2699,85,26,1,80.5,24,4333,20,80,10.7,3,6,12,Medium
R2700,374,9,7,84.6,13,920,12,43,7.6,5,42,4,High
R2701,62,29,5,56.6,22,1675,7,9,6.3,6,14,14,High
R2702,24,0,0,56.4,12,5812,40,74,10.9,5,21,15,Medium
R2703,485,10,7,93.0,6,3715,25,37,7.9,5,18,12,Medium
R2704,271,28,1,81.4,3,4747,30,61,8.8,6,21,13,Medium
R2705,144,28,8,95.7,20,6446,23,87,12.6,6,14,1,High
R2706,468,6,1,96.5,15,2372,31,55,5.8,6,38,5,Medium
R2707,178,12,8,69.7,18,2827,36,86,2.4,0,7,2,High
R2708,372,28,2,55.9,12,913,10,39,10.2,3,55,1,High
R2709,183,2,0,79.6,10,4684,18,106,2.6,0,30,7,Low
R2710,393,1,1,98.5,10,6994,18,49,9.2,6,58,7,Medium
R2711,435,0,0,94.9,1,717,8,68,12.4,4,20,3,Low
R2712,303,14,8,60.0,0,5174,39,6,3.0,5,19,11,High
R2713,377,30,4,57.8,17,9932,16,80,10.4,4,52,8,High
R2714,45,29,4,86.1,20,7366,31,55,1.8,6,31,13,High
R2715,107,17,0,77.5,25,1449,13,18,10.3,3,38,3,Medium
R2716,198,27,4,89.3,22,4301,34,109,0.6,2,50,8,High
R2717,57,26,1,56.6,11,9086,18,87,11.8,1,5,20,Medium
R2718,241,15,3,81.6,19,8354,23,18,1.9,4,12,10,High
R2719,91,21,6,81.7,15,6787,27,83,0.9,5,11,13,High
R2720,435,15,6,76.1,3,8440,36,62,6.3,1,47,17,Medium
R2721,297,25,3,73.0,7,7185,39,68,13.6,5,27,1,High
R2722,64,23,6,93.7,25,2745,34,119,6.3,4,15,6,High
R2723,237,13,6,74.5,22,8535,5,73,10.6,1,33,13,Medium
R2724,63,30,6,98.5,10,2869,16,71,13.8,4,48,18,High
R2725,331,0,0,67.8,18,4062,25,73,8.3,1,25,11,Medium
R2726,338,15,7,75.5,13,5387,36,49,4.8,4,58,7,High
R2727,487,17,5,97.2,17,503,25,4,13.9,5,23,4,Medium
R2728,415,14,1,94.2,24,6449,26,62,8.5,1,41,3,Medium
R2729,441,4,4,93.2,11,1620,39,69,6.9,5,12,10,Medium
R2730,289,13,0,57.5,20,6015,7,1,10.9,1,21,9,Medium
R2731,324,22,2,78.0,14,9294,36,45,9.8,0,45,8,Medium
R2732,348,0,0,80.9,0,2123,11,94,13.2,2,45,1,Low
R2733,52,20,8,72.2,20,691,36,36,3.0,6,6,13,High
R2734,358,20,5,61.6,5,2755,19,109,3.2,4,18,4,High
R2735,344,17,0,71.9,1,323,36,82,3.3,1,56,9,Medium
R2736,422,5,5,83.7,13,2375,21,90,12.2,3,28,8,Medium
R2737,260,30,4,98.7,22,5451,36,114,11.8,0,56,9,High
R2738,176,12,5,94.7,21,8227,21,7,10.9,4,36,7,High
R2739,205,20,4,66.1,11,3685,21,43,11.0,2,29,14,Medium
R2740,478,17,8,84.2,13,5898,37,26,10.2,6,22,17,High
R2741,121,25,4,79.7,7,5886,40,55,9.6,6,31,16,High
R2742,130,13,6,91.5,16,5231,20,20,0.9,5,56,15,High
R2743,262,11,8,75.7,16,4863,20,21,11.7,5,31,20,High
R2744,307,6,4,68.2,23,7155,26,111,8.3,2,6,10,High
R2745,183,25,0,70.9,23,622,16,69,4.4,3,15,1,Medium
R2746,46,14,3,67.3,24,9987,17,73,1.2,3,33,8,High
R2747,488,23,7,94.9,18,5256,22,82,11.9,2,47,1,High
R2748,143,17,0,57.8,4,5589,40,45,2.1,0,48,5,Medium
R2749,372,22,0,68.2,10,479,16,72,1.9,1,26,8,Medium
R2750,472,2,2,95.0,19,4438,19,106,3.7,3,44,11,Medium
R2751,116,2,1,59.9,7,5876,6,36,14.9,1,30,12,Low
R2752,114,28,7,91.0,4,9133,32,108,10.3,1,56,12,High
R2753,76,22,0,78.0,15,3760,38,25,8.5,5,27,12,Medium
R2754,169,10,1,66.4,24,7167,7,103,9.3,5,10,19,Medium
R2755,138,10,1,58.4,21,5087,27,107,5.7,6,48,8,High
R2756,372,14,0,95.6,13,2323,35,24,8.4,0,31,15,Low
R2757,122,7,7,66.0,3,2400,10,86,5.1,3,28,14,Medium
R2758,388,23,2,88.5,8,1763,16,97,6.7,4,21,17,Medium
R2759,80,16,7,72.3,0,9752,8,55,8.8,0,43,14,Medium
R2760,143,0,0,95.6,19,5605,9,56,11.3,0,24,11,Low
R2761,36,22,5,86.7,18,8944,14,118,12.4,5,50,14,High
R2762,245,7,1,96.7,24,3627,22,101,3.8,6,38,18,High
R2763,291,30,0,68.6,11,1581,23,84,2.7,1,28,20,Medium
R2764,437,7,6,68.1,1,2471,40,23,11.9,1,11,8,Medium
R2765,150,4,4,70.9,11,7334,29,60,3.2,4,9,4,High
R2766,387,10,4,81.0,23,4773,21,25,13.5,4,59,7,High
R2767,351,9,3,74.2,19,6203,19,118,12.0,0,48,6,Medium
R2768,360,18,7,76.3,21,1856,25,3,6.4,5,42,4,High
R2769,364,29,7,81.6,12,5666,9,117,7.1,6,15,17,High
R2770,77,26,6,61.2,19,1466,8,94,7.8,1,57,20,High
R2771,99,5,1,81.1,7,6605,9,101,5.2,1,48,15,Low
R2772,242,24,7,60.0,0,5981,13,73,8.0,3,36,1,High
R2773,246,20,4,70.2,19,1426,28,111,3.3,2,22,11,High
R2774,46,0,0,55.3,24,6281,38,32,8.6,4,44,2,High
R2775,474,6,4,83.1,1,2886,25,65,6.3,6,30,2,Medium
R2776,141,20,0,67.0,19,3470,22,53,10.4,3,48,12,Medium
R2777,172,20,1,78.6,23,2495,20,101,6.6,4,11,2,Medium
R2778,58,28,3,91.5,21,2265,33,23,1.5,6,53,11,High
R2779,71,7,3,67.4,1,1747,39,40,2.8,0,11,8,Medium
R2780,294,21,8,62.4,25,3967,16,5,11.7,5,17,3,High
R2781,471,24,6,78.0,23,6835,19,54,12.7,1,39,19,High
R2782,366,21,1,83.5,22,7946,20,95,6.0,0,34,17,Medium
R2783,323,22,4,83.5,13,7999,16,6,1.1,2,13,3,Medium
R2784,151,22,1,89.3,15,244,34,15,6.8,2,40,12,Medium
R2785,466,25,0,90.0,21,8834,25,14,3.1,3,5,17,Medium
R2786,210,2,1,93.8,18,1418,21,103,9.8,2,21,12,Medium
R2787,235,19,7,61.2,12,5738,26,50,12.4,4,16,15,High
R2788,239,15,1,65.4,14,2005,37,65,6.5,1,59,14,Medium
R2789,143,18,5,72.6,4,6681,29,119,11.8,4,19,1,High
R2790,210,11,7,64.1,3,3304,39,109,12.9,3,52,10,High
R2791,441,1,1,87.1,6,4829,29,9,4.9,6,30,13,Medium
R2792,110,15,6,64.0,6,113,23,88,2.1,6,34,14,High
R2793,418,3,3,62.7,21,1775,28,24,4.8,1,12,20,Medium
R2794,223,17,6,64.1,13,4391,35,4,12.7,3,25,13,High
R2795,295,18,6,81.1,15,457,18,49,8.5,6,19,1,High
R2796,34,8,8,64.7,21,9985,19,52,11.1,5,58,3,High
R2797,411,11,2,87.9,4,9829,12,85,9.8,3,8,13,Medium
R2798,188,19,3,67.3,1,4429,8,49,11.3,5,14,19,Medium
R2799,68,2,2,74.9,4,8514,15,36,7.5,4,17,1,Medium
R2800,64,17,1,74.6,18,6661,8,109,12.5,2,48,15,Medium
R2801,289,19,8,83.9,18,7916,23,75,9.4,4,43,2,High
R2802,181,5,2,59.7,3,1908,22,70,12.9,6,26,14,Medium
R2803,202,16,1,79.3,17,1771,5,56,1.6,1,45,11,Medium
R2804,228,27,3,59.2,13,3378,11,22,9.1,2,58,12,High
R2805,249,26,2,87.8,24,6889,11,54,9.2,4,31,7,High
R2806,269,29,8,77.3,2,9503,18,68,12.9,5,42,19,High
R2807,474,18,0,72.2,5,875,12,98,3.5,6,5,16,Medium
R2808,59,13,7,70.3,25,2913,12,50,3.7,5,17,14,High
R2809,491,3,3,58.4,19,8732,26,35,8.9,6,59,2,High
R2810,178,22,0,65.7,21,2776,27,96,4.8,4,54,11,High
R2811,277,7,5,85.6,7,9892,40,98,12.5,1,35,9,Medium
R2812,395,6,2,61.4,10,5703,11,57,12.2,0,58,20,Medium
R2813,378,23,2,69.2,2,4262,36,112,6.6,1,11,6,Medium
R2814,381,6,6,90.7,3,8980,30,30,8.8,2,27,9,Medium
R2815,70,26,3,86.8,17,4223,25,30,1.9,3,18,2,High
R2816,328,7,0,94.4,25,7805,30,67,10.1,2,54,20,Medium
R2817,43,20,6,85.6,9,6036,39,60,2.5,2,51,2,High
R2818,307,23,2,85.9,14,8020,17,43,9.9,6,10,14,Medium
R2819,225,16,1,57.9,6,3635,35,25,14.0,3,6,16,Medium
R2820,374,4,1,76.1,7,4912,5,91,13.8,2,13,6,Low
R2821,350,5,4,59.1,19,8705,19,104,12.2,3,48,8,High
R2822,114,23,3,74.1,9,336,11,115,8.4,5,55,10,Medium
R2823,168,8,2,68.0,17,4535,14,86,14.8,0,15,9,Medium
R2824,145,25,5,55.3,19,5140,33,53,5.6,0,12,17,High
R2825,238,21,1,98.1,13,4588,5,79,12.1,2,11,10,Low
R2826,273,11,3,82.3,19,1164,17,60,1.1,2,58,5,Medium
R2827,173,26,5,98.6,21,1014,37,117,12.5,3,60,3,High
R2828,361,28,1,56.2,6,5315,29,41,9.4,1,52,19,Medium
R2829,323,5,0,82.9,5,4062,35,49,10.8,3,42,14,Low
R2830,327,5,2,80.1,7,3896,39,50,1.9,2,10,3,Medium
R2831,340,26,8,89.4,6,366,19,101,12.0,1,22,5,Medium
R2832,170,0,0,73.7,5,8494,17,35,6.4,1,56,10,Low
R2833,365,16,8,81.6,7,4316,18,61,5.9,5,38,13,High
R2834,243,28,4,87.2,16,7221,28,104,4.7,2,20,18,High
R2835,110,12,2,79.4,10,441,33,35,3.5,6,58,1,High
R2836,315,27,5,62.2,24,9265,38,104,9.5,2,43,9,High
R2837,470,29,7,92.1,0,4175,32,104,13.6,6,32,10,High
R2838,187,6,5,81.4,15,6733,26,6,4.2,0,56,18,Medium
R2839,287,6,0,56.7,18,9745,26,36,2.5,4,34,7,High
R2840,498,8,4,87.5,19,6685,29,67,14.5,3,33,19,Medium
R2841,295,19,4,75.1,13,1844,34,90,12.9,5,6,14,High
R2842,319,1,1,92.2,19,7314,10,11,0.9,6,18,17,Medium
R2843,153,25,7,59.5,12,7971,27,54,6.8,2,5,11,High
R2844,59,17,8,73.6,0,1671,29,63,10.1,2,41,6,Medium
R2845,124,9,3,97.7,11,7226,38,42,0.8,2,25,1,Medium
R2846,350,10,6,73.0,22,9547,19,63,5.5,0,13,9,High
R2847,481,5,5,74.1,15,8899,15,116,5.3,3,12,10,High
R2848,37,27,2,69.5,21,4043,39,42,13.1,3,32,6,High
R2849,406,12,4,77.6,25,1268,31,98,11.5,4,46,10,High
R2850,313,7,6,92.8,1,6413,17,42,7.9,1,6,3,Medium
R2851,31,24,1,92.4,4,7297,40,74,6.0,2,10,20,Medium
R2852,352,6,0,88.4,20,8352,28,19,13.6,5,36,15,Medium
R2853,199,16,6,88.4,1,3642,29,42,6.5,0,17,14,Medium
R2854,130,8,4,84.9,6,9850,21,52,7.9,4,29,8,Medium
R2855,139,3,3,58.2,4,3314,19,48,6.9,3,10,16,Medium
R2856,385,26,0,74.7,7,2132,33,39,4.6,2,34,15,Medium
R2857,473,13,2,84.7,4,6459,20,51,6.9,2,49,2,Medium
R2858,280,19,8,95.3,19,8101,36,34,11.9,6,59,12,High
R2859,333,8,4,83.6,9,8331,26,18,9.0,6,17,15,Medium
R2860,403,14,4,93.6,0,4032,35,50,7.3,4,35,10,Medium
R2861,32,8,2,56.0,15,7001,34,46,1.7,4,33,12,High
R2862,122,9,1,58.3,24,7819,18,84,11.8,0,44,19,Medium
R2863,49,25,0,83.3,1,9454,22,95,1.0,3,28,13,Medium
R2864,202,23,8,61.6,23,4859,21,44,4.0,6,26,14,High
R2865,207,7,5,97.0,6,2232,31,56,14.8,5,48,1,Medium
R2866,461,30,0,66.5,0,9449,10,9,1.4,1,57,10,Medium
R2867,319,24,5,91.3,2,1388,37,73,9.1,3,58,11,High
R2868,61,2,2,59.5,10,8331,18,96,14.4,6,22,13,Medium
R2869,238,2,2,87.1,15,7451,32,119,1.8,5,53,14,High
R2870,281,15,0,67.3,14,9660,31,52,10.2,6,55,13,High
R2871,300,28,2,86.2,0,6209,13,48,6.4,4,42,12,Medium
R2872,28,16,1,67.2,5,3912,19,1,11.1,4,50,6,Medium
R2873,274,13,4,92.6,10,4658,35,88,4.0,4,32,6,High
R2874,488,4,1,66.1,11,1201,18,113,1.8,3,29,2,Medium
R2875,177,15,4,74.8,7,3593,40,76,12.7,2,34,17,Medium
R2876,193,5,4,75.0,9,2200,5,25,5.2,2,23,4,Medium
R2877,28,29,2,95.3,7,8366,35,83,3.8,2,10,18,Medium
R2878,488,23,6,73.2,15,7949,24,13,3.5,1,28,3,High
R2879,278,21,3,55.4,11,8523,28,26,4.4,3,54,11,High
R2880,293,26,1,70.4,19,8738,39,47,9.7,5,12,16,High
R2881,301,19,5,70.1,19,1048,38,39,10.7,5,55,3,High
R2882,489,5,5,98.1,10,6014,38,108,13.4,6,12,13,High
R2883,255,11,2,64.5,6,1690,19,40,8.2,4,10,18,Medium
R2884,476,22,0,87.2,6,8830,9,105,4.2,3,17,9,Medium
R2885,85,22,2,68.7,5,1784,28,74,7.2,6,20,2,High
R2886,450,18,1,62.6,16,5251,14,61,13.6,2,10,3,Medium
R2887,171,23,6,58.9,7,1473,26,113,9.8,2,17,2,High
R2888,52,10,3,56.7,1,5134,23,2,7.0,4,10,4,Medium
R2889,477,1,1,70.9,17,5065,25,41,7.1,5,58,14,Medium
R2890,141,23,4,69.3,9,2060,40,95,14.6,4,42,4,High
R2891,92,13,4,70.0,1,6931,24,88,1.7,4,51,4,High
R2892,31,13,1,95.4,23,6365,29,89,9.4,0,8,17,Medium
R2893,345,4,2,84.2,4,2123,30,69,2.6,6,37,5,Medium
R2894,97,21,1,82.8,15,5930,30,22,9.9,3,58,20,Medium
R2895,311,24,6,97.0,0,8768,17,81,4.4,4,56,3,High
R2896,401,0,0,70.2,7,2379,27,64,2.4,1,40,15,Low
R2897,45,22,3,61.9,0,863,34,117,12.8,4,26,20,Medium
R2898,272,23,2,66.2,6,9217,34,16,2.6,2,10,10,Medium
R2899,191,5,0,69.6,16,477,14,117,9.7,4,30,1,Medium
R2900,432,12,0,67.7,0,2942,16,34,0.7,6,27,10,Medium
R2901,473,15,4,74.9,25,6639,26,6,10.9,0,21,3,Medium
R2902,344,16,8,69.5,12,4353,18,5,1.9,3,26,12,High
R2903,240,25,2,64.7,17,8163,38,66,13.9,3,51,13,High
R2904,197,13,3,58.3,12,959,31,83,2.4,1,58,19,High
R2905,31,28,1,98.7,25,3270,40,49,0.6,2,35,19,High
R2906,161,21,7,94.7,2,9560,5,28,7.9,1,26,4,Medium
R2907,409,23,4,92.7,16,9715,25,94,4.1,1,50,19,High
R2908,168,9,1,80.9,24,2099,21,59,12.2,5,8,12,Medium
R2909,139,9,7,60.6,7,9742,27,113,1.8,5,31,16,High
R2910,130,20,0,91.1,10,3721,13,85,11.1,3,5,18,Low
R2911,150,27,8,88.4,12,8762,31,107,12.1,3,49,5,High
R2912,323,28,2,71.2,21,8862,16,112,13.3,4,15,18,High
R2913,481,0,0,78.2,4,4121,28,27,1.1,4,37,11,Medium
R2914,238,17,4,85.0,13,8045,31,82,7.7,0,44,13,Medium
R2915,162,10,8,64.6,8,4699,25,107,8.8,2,14,3,High
R2916,138,11,3,58.6,15,5381,27,88,11.9,2,43,6,High
R2917,492,16,7,67.1,22,7593,22,12,14.5,0,50,10,High
R2918,289,12,2,73.9,10,2071,12,102,9.4,3,32,9,Medium
R2919,191,7,4,82.0,11,5314,9,99,5.7,5,32,10,Medium
R2920,474,3,3,74.4,19,7092,20,120,11.0,6,8,19,Medium
R2921,125,11,8,91.0,1,1906,30,101,3.3,0,10,11,Medium
R2922,314,15,2,62.6,8,2468,13,68,4.6,4,55,7,Medium
R2923,176,24,2,76.1,13,9165,8,73,9.6,6,21,14,Medium
R2924,355,22,0,97.0,25,8392,7,36,0.6,1,17,10,Medium
R2925,303,0,0,91.9,10,3690,33,96,4.0,6,38,13,Medium
R2926,224,23,7,59.6,11,5446,21,35,6.5,0,27,8,High
R2927,319,4,4,56.8,13,8038,22,120,11.3,3,45,5,High
R2928,273,4,0,82.7,23,3478,30,119,10.6,6,24,20,Medium
R2929,313,2,1,81.4,4,8795,27,53,6.9,5,48,5,Medium
R2930,431,16,5,87.5,5,1500,27,42,11.0,6,55,7,High
R2931,305,7,0,84.6,14,5673,25,71,2.5,1,29,6,Medium
R2932,233,8,3,96.5,11,6615,35,83,7.9,2,52,13,Medium
R2933,21,14,8,81.8,0,7972,26,11,10.2,4,49,19,Medium
R2934,500,3,3,57.8,15,6238,28,9,2.7,5,49,9,High
R2935,173,3,3,81.6,5,5655,18,87,2.0,2,44,18,Medium
R2936,111,16,3,77.8,20,5610,35,35,6.9,3,27,13,High
R2937,419,10,0,76.2,11,5443,24,93,9.4,5,55,7,Medium
R2938,346,26,4,64.8,24,7176,39,61,10.0,0,26,14,High
R2939,429,18,2,96.8,23,143,22,99,9.4,0,36,13,Medium
R2940,375,7,4,93.1,11,3548,28,76,7.2,0,8,2,Medium
R2941,76,3,3,83.3,14,7552,19,99,4.7,2,20,3,Medium
R2942,439,28,4,85.5,15,2287,16,46,14.2,3,37,11,Medium
R2943,225,8,1,64.8,8,8092,24,13,6.2,2,46,12,Medium
R2944,259,6,5,61.7,4,8888,28,48,5.6,0,58,19,Medium
R2945,422,30,5,76.4,19,5038,36,47,14.0,0,46,14,High
R2946,226,1,1,89.6,16,4400,12,100,3.3,1,20,7,Medium
R2947,399,23,4,74.5,9,398,34,14,4.1,6,42,15,High
R2948,344,22,1,66.2,15,9764,36,93,12.2,6,49,8,High
